"paragraf","hovedomrode","aktivitet","hovedkonto","aar","udgift"
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Individuel boligstøtte ","Støtte til betaling af beboerindskud ","2019",208
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Individuel boligstøtte ","Tab på flytteudgifter for flygtninge ","2019",18
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Individuel boligstøtte ","Afdrag, afskrivninger mv. vedr. boligydelser ","2019",-233.8
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Individuel boligstøtte ","Renteindtægter af boligydelseslån ","2019",-8
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Særlige individuelle ydelser ","Sygebehandling, medicin mv. ","2019",110.7
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Særlige individuelle ydelser ","Flytning og hjælp i enkelttilfælde ","2019",84.7
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Særlige individuelle ydelser ","Efterlevelseshjælp ","2019",2.2
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Særlige individuelle ydelser ","Dækning af rejser til, fra og i Grønland ","2019",0.6
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Sociale Pensioner ","Folkepension ","2019",131179.4
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Sociale Pensioner ","Personlige tillæg til pensionister ","2019",471.4
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Sociale Pensioner ","Varmetillæg ","2019",396.6
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Sociale Pensioner ","Overførsel fra Den Sociale Pensionsfond ","2019",-13140
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Sociale Pensioner ","Førtidspension ","2019",9331.4
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Sociale Pensioner ","Højeste, mellemste og alm. førtidspension ","2019",7863.9
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Sociale Pensioner ","ATP-bidrag af førtidspensionister ","2019",386.7
"Beskæftigelsesministeriet ","Soc.Pens., Boligstøtte og Børnetilskud mv ","Sociale Pensioner ","Suppl. arb.mark.pension for førtidspensionist ","2019",497.9
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Centralstyrelsen ","Departementet ","2019",65.4
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Centralstyrelsen ","Styrelsen for Forskning og Innovation ","2019",122.6
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Centralstyrelsen ","Styrelsen for Videregående Uddannelser ","2019",139.7
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Centralstyrelsen ","Reserve til nye initiativer ","2019",1.7
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Centralstyrelsen ","Lån under Uddannelses- og Forskningsministeri ","2019",-2.4
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Centralstyrelsen ","Udlæg for tilskud ","2019",0
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Centralstyrelsen ","Budgetreguleringer indkomstoverførsler ","2019",-2.6
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Centralstyrelsen ","Reserver og budgetregulering ","2019",-1.7
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Internationalt forskningssamarbejde ","Obligatoriske internationale programmer ","2019",293.5
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Internationalt forskningssamarbejde ","Ikke obligatoriske ESA-programmer ","2019",0
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Internationalt forskningssamarbejde ","Internationalt forskningssamarbejde ","2019",221.7
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Internationalt forskningssamarbejde ","Halden ","2019",2.4
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Nye forskningsprogrammer ","Andre programaktiviteter ","2019",515.8
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Nye forskningsprogrammer ","Dansk e-Infrastruktur Samarbejde ","2019",13.9
"Uddannelses- og Forskningsministeriet ","Fællesudgifter ","Nye forskningsprogrammer ","Øvrige programaktiviteter ","2019",0
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Universiteter ","Københavns Universitet ","2019",4703.4
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Universiteter ","Aarhus Universitet ","2019",3211
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Universiteter ","Syddansk Universitet ","2019",1982.3
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Universiteter ","Roskilde Universitet ","2019",604.9
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Universiteter ","Aalborg Universitet ","2019",1940
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Universiteter ","Copenhagen Business School - Handelshøjskolen ","2019",808.9
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Universiteter ","Danmarks Tekniske Universitet ","2019",2138.9
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Universiteter ","IT-Universitetet i København ","2019",200.2
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Særlige tilskud, universitetsområdet ","Fællesbevillinger ","2019",538.1
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","EA, PH og Maritime uddannelser ","Erhvervsakademiuddannelser mv. ","2019",1414.7
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","EA, PH og Maritime uddannelser ","Professionsbacheloruddannelser mv. ","2019",4128.5
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","EA, PH og Maritime uddannelser ","Maritime uddannelser ","2019",99.4
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Åben uddannelse mv. ","Åben uddannelse ","2019",283.9
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Åben uddannelse mv. ","Erhvervspædagogiske læreruddannelser ","2019",0
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Åben uddannelse mv. ","Sygeplejefagligt diplomstudium ","2019",7
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Tilskud erhvervsakademi/professionshøjsk. ","Ikke-aktivitetsbestemte bygningstilskud ","2019",17.9
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Tilskud erhvervsakademi/professionshøjsk. ","Særlige bevillinger ","2019",65.6
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Tilskud erhvervsakademi/professionshøjsk. ","Institutionstilskud ","2019",116.5
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Tilskud erhvervsakademi/professionshøjsk. ","Undervisningsmiddelcenterfunktionen ","2019",168.1
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Tilskud erhvervsakademi/professionshøjsk. ","Forsknings- og udviklingsaktiviteter ","2019",0
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","Tilskud erhvervsakademi/professionshøjsk. ","Reserver og budgetreguleringer ","2019",21.7
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","De videregående kunstneriske uddannelser ","Arkitektskolen Aarhus ","2019",96.7
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","De videregående kunstneriske uddannelser ","Det Kongelige Danske Kunstakademi ","2019",254.9
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","De videregående kunstneriske uddannelser ","Designskolen Kolding ","2019",46.6
"Uddannelses- og Forskningsministeriet ","Videregående uddannelser og forskning ","De videregående kunstneriske uddannelser ","Reserver og budgetreguleringer ","2019",-21.6
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Særlige tilskud ","Forskellige tilskud ","2019",14.7
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Særlige tilskud ","Det europæiske Universitetsinstitut, Firenze ","2019",4.8
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Særlige tilskud ","Internationalt samarbejde ","2019",19.2
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Særlige tilskud ","Denmarks International Study Program ","2019",0
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Særlige tilskud ","Ph.d.-stipendier i udlandet (Firenze) ","2019",4
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Udvikling af erhvervsrettede uddannelser og i ","Forsøgs- og udviklingsarbejde ","2019",21.2
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Udvikling af erhvervsrettede uddannelser og i ","Friplads og stipendier ","2019",14.3
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Udvikling af erhvervsrettede uddannelser og i ","Lån til institutionsformål og tilskud til ins ","2019",5.5
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Udvikling af erhvervsrettede uddannelser og i ","Forsøgs- og udviklingsarbejde m.v. ","2019",9
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Tværgående bevillinger ","Lokaleforsyning ","2019",0
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Tværgående bevillinger ","Vejledningsaktiviteter mv. ","2019",41.3
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Tværgående bevillinger ","Tilskud til Danmarks Evalueringsinstitut ","2019",6.3
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Tværgående bevillinger ","It-opgaver mv. ","2019",13.3
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Tværgående bevillinger ","Studenterrådgivningen ","2019",23.5
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Tværgående bevillinger ","Danmarks Akkrediteringsinstitution ","2019",30.9
"Uddannelses- og Forskningsministeriet ","Tværgående aktiviteter og udvikling ","Tværgående bevillinger ","Det Administrative Bibliotek ","2019",7
"Uddannelses- og Forskningsministeriet ","Forskningsråd og forskeruddannelse ","Forskningsråd ","Det Frie Forskningsråd ","2019",935.2
"Uddannelses- og Forskningsministeriet ","Forskningsråd og forskeruddannelse ","Forskningsråd ","Pulje til forskningsinfrastruktur ","2019",109.7
"Uddannelses- og Forskningsministeriet ","Forskningsråd og forskeruddannelse ","Forskeruddannelse ","Forskeruddannelse ","2019",0
"Uddannelses- og Forskningsministeriet ","Forskningsråd og forskeruddannelse ","Forskeruddannelse ","Uddannelse af forskere ","2019",0
"Uddannelses- og Forskningsministeriet ","Forskningsinstitutioner ","Dekommissionering af nukleare anlæg ","Dansk Dekommissionering ","2019",66.8
"Uddannelses- og Forskningsministeriet ","Forskningsinstitutioner ","Særlige forskningsinstitutioner ","Støtte til arktisk forskning ","2019",16.1
"Uddannelses- og Forskningsministeriet ","Forskningsinstitutioner ","Uddannelses- og Forskningsministeriets It ","Uddannelses- og Forskningsministeriets It ","2019",70
"Uddannelses- og Forskningsministeriet ","Forskning, innovation og teknologi ","Danmarks Innovationsfond ","Danmarks Innovationsfonds uddelinger ","2019",582.9
"Uddannelses- og Forskningsministeriet ","Forskning, innovation og teknologi ","Danmarks Innovationsfond ","Danmarks Innovationsfonds sekretariat ","2019",21.2
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Statens uddannelsesstøtte ","Stipendier ","2019",19544.6
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Statens uddannelsesstøtte ","Lånevirksomhed ","2019",845.2
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Statens uddannelsesstøtte ","Forrentning af lånevirksomhed ","2019",-81.2
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Statens uddannelsesstøtte ","Forrentning af øvrig lånevirksomhed ","2019",-25.1
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Statens uddannelsesstøtte ","Tab på studiegæld ","2019",100
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Statens uddannelsesstøtte ","Tillæg ","2019",-8.6
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Statens uddannelsesstøtte ","Bonusstipendium ","2019",12.5
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Støtte til befordring ","Befordringsrabat ","2019",301.6
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Forskellige støtteordninger ","Specialpædagogisk støtte mv. ","2019",162.1
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Forskellige støtteordninger ","Udlandsstipendier ","2019",80.4
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Forskellige støtteordninger ","Forskellige tilskud ","2019",0.6
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Støtteordninger for voksne ","Statens voksenuddannelsesstøtte ","2019",44.6
"Uddannelses- og Forskningsministeriet ","Støtteordninger ","Støtteordninger for voksne ","Udd. støtte til maritime voksen- og efterudda ","2019",11.2
"Min. for Børn, Undervisning og Ligestilling ","Administration mv. ","Centralstyrelsen ","Departementet ","2019",197.6
"Min. for Børn, Undervisning og Ligestilling ","Administration mv. ","Centralstyrelsen ","Vejledningsaktiviteter mv. ","2019",3.7
"Min. for Børn, Undervisning og Ligestilling ","Administration mv. ","Centralstyrelsen ","Styrelsen for Undervisning og Kvalitet ","2019",129.6
"Min. for Børn, Undervisning og Ligestilling ","Administration mv. ","Centralstyrelsen ","Budgetreg. vedr. delloft for indkomstoverførs ","2019",-2.8
"Min. for Børn, Undervisning og Ligestilling ","Administration mv. ","Centralstyrelsen ","Reserver og budgetregulering ","2019",-405.5
"Min. for Børn, Undervisning og Ligestilling ","Administration mv. ","Udvikling af dagtilbud ","Bedre kvalitet i dagtilbud ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Administration mv. ","Udvikling af dagtilbud ","Mere pædagogisk personale i dagtilbud ","2019",251.8
"Min. for Børn, Undervisning og Ligestilling ","Administration mv. ","Udvikling af dagtilbud ","Reserve vedrørende dagtilbudsloven ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Frie grundskoler og efterskoler ","Frie grundskoler mv. ","2019",5569.7
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Frie grundskoler og efterskoler ","Specielle tilskud til elever i frie grundsk. ","2019",45
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Frie grundskoler og efterskoler ","Tilskud til tyske mindretalsskoler ","2019",16.6
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Frie grundskoler og efterskoler ","Efterskoler ","2019",1790.1
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Frie grundskoler og efterskoler ","Grundtilskud mv. til efterskoler ","2019",149.3
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Frie grundskoler og efterskoler ","Kommunale bidrag vedr. frie grundsk. eftersk. ","2019",-5288.8
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Initiativer på grundskoleområdet ","It i folkeskolen ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Initiativer på grundskoleområdet ","Internationale undersøgelser i grundskolen ","2019",1.4
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Initiativer på grundskoleområdet ","Fagligt løft af folkeskolen ","2019",155.2
"Min. for Børn, Undervisning og Ligestilling ","Grundskolen ","Initiativer på grundskoleområdet ","Inklusion i folkeskolen ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Erhvervsuddannelser ","Erhvervsuddannelser ","2019",5700.8
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Erhvervsuddannelser ","EUX ","2019",223.3
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Erhvervsuddannelser ","Arbejdsgivernes Uddannelsesbidrag ","2019",302.5
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Erhvervsuddannelser ","Skolepraktik ","2019",550.2
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Erhvervsuddannelser ","Tilskud til skoleydelse ","2019",15.4
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Fodterapeutuddannelsen ","Fodterapeutuddannelsen ","2019",20.8
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Adgangsgivende kurser mv. ","Adgangsgivende kurser mv. ","2019",0.7
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Lokomotivføreruddannelsen ","Lokomotivføreruddannelsen ","2019",10.1
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Fiskeriuddannelsen ","Fiskeriuddannelsen ","2019",4.4
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Tilskud mv. til institutioner for erhvervs. ","Grundtilskud mv. til institutioner ","2019",335.3
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Tilskud mv. til institutioner for erhvervs. ","Bedre og mere attraktive erhvervsuddannelser ","2019",117.8
"Min. for Børn, Undervisning og Ligestilling ","Erhvervsrettede ungdomsuddannelser ","Tilskud mv. til institutioner for erhvervs. ","Tilskud til kostafdelinger ","2019",211.9
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Erhvervsgymnasiale uddannelser ","Erhvervsgymnasiale uddannelser ","2019",2810.8
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Offentlige gymnasier og hf-kurser ","Almengymnasiale uddannelser ","2019",7312.9
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Offentlige gymnasier og hf-kurser ","Bygningstilskud til Gefion Gymnasium ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Offentlige gymnasier og hf-kurser ","Gymnasial supplering ","2019",147.7
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Offentlige gymnasier og hf-kurser ","Gymnasial supplering på private gymnasier ","2019",23.7
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Offentlige gymnasier og hf-kurser ","Sorø Akademis Skole ","2019",46.6
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Offentlige gymnasier og hf-kurser ","Vedligeholdelsesarbejder Sorø Akademis Skole ","2019",6.7
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Private gymnasier, studenterkurser, hf-kurer ","Private gymnasier, studenterkurser, hf-kurser ","2019",350
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","Private gymnasier, studenterkurser, hf-kurer ","Øvrige tilskud til private gymnasier ","2019",35.9
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","almengymnasiale uddannelser ","Grundtilskud mv. til institutioner ","2019",391.4
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","almengymnasiale uddannelser ","Grundtilskud mv. til private gymnasier ","2019",47.9
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","almengymnasiale uddannelser ","Diverse tilskud til gymnasiale uddannelser ","2019",0.5
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","almengymnasiale uddannelser ","Tilskud til gymnasier mv. ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Gymnasiale uddannelser ","almengymnasiale uddannelser ","almengymnasiale uddannelser ","2019",34.9
"Min. for Børn, Undervisning og Ligestilling ","Produktionsskoler, Erhvervsgrunduddannelse og ","Produktionsskoler ","Produktionsskoler ","2019",679.8
"Min. for Børn, Undervisning og Ligestilling ","Produktionsskoler, Erhvervsgrunduddannelse og ","Produktionsskoler ","Skoleydelse ved produktionsskoler ","2019",290.6
"Min. for Børn, Undervisning og Ligestilling ","Produktionsskoler, Erhvervsgrunduddannelse og ","Produktionsskoler ","Kommunale bidrag vedrørende produktionsskoler ","2019",-328.3
"Min. for Børn, Undervisning og Ligestilling ","Produktionsskoler, Erhvervsgrunduddannelse og ","Produktionsskoler ","Løn til produktionsskolelærlinge ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Produktionsskoler, Erhvervsgrunduddannelse og ","Erhvervsgrunduddannelse ","Erhvervsgrunduddannelse, kommunal refusion ","2019",53.1
"Min. for Børn, Undervisning og Ligestilling ","Produktionsskoler, Erhvervsgrunduddannelse og ","Kombineret Ungdomsuddannelse ","Kombineret Ungdomsuddannelse ","2019",227.9
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Frie fagskoler ","Frie fagskoler ","2019",81.8
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Frie fagskoler ","Kommunale bidrag vedrørende frie fagskoler ","2019",-14.6
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Frie fagskoler ","Grundtilskud til frie fagskoler ","2019",8
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Erhvervsrettet voksen- og efteruddannelse ","Arbejdsmarkedsuddannelser mv. ","2019",644.7
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Erhvervsrettet voksen- og efteruddannelse ","Åben uddannelse og deltidsuddannelser, EVE ","2019",23.2
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Erhvervsrettet voksen- og efteruddannelse ","Mere og bedre voksen- og efteruddannelse ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Erhvervsrettet voksen- og efteruddannelse ","Erstatning til deltagere i erhvervs- og udd. ","2019",1
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Erhvervsrettet voksen- og efteruddannelse ","Træningsskolens arbejdsmarkedsuddannelser ","2019",64.5
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Erhvervsrettet voksen- og efteruddannelse ","Grundtilskud til Træningsskolens arbejdsmarke ","2019",1.8
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Almene voksenuddannelser ","Almene voksenuddannelser ","2019",2399.8
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Enkeltfag mv. ","Hhx- og htx-enkeltfag ","2019",0.6
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Enkeltfag mv. ","Adgangskurser ","2019",92.4
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Andre efter- og videreuddannelser ","Pædagogikum ved gymnasiale uddannelser ","2019",241.4
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Integration mv. ","Alternative skoleforløb ","2019",2
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Integration mv. ","Brug for alle unge ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Integration mv. ","Udvidet Task Force enhed for tosprogede eleve ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Folkeoplysning samt voksen-, efter- og vid. ","Institutioner for almene voksenuddannelser ","Almene voksenuddannelser ","2019",93.3
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Evaluering mv. ","Danmarks Evalueringsinstitut ","2019",31
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Informations- og kommunikationsteknologi ","It-ydelser til uddannelsessektoren ","2019",13.3
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Informations- og kommunikationsteknologi ","Styrelsen for It og Læring ","2019",236.7
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Introduktionskurser og brobygning til ungdom ","Introduktionskurser og brobygning til ungdom ","2019",191.3
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","International virksomhed ","Danske kulturelle anliggender i Sydslesvig ","2019",469.3
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","International virksomhed ","Tilskud til nationale mindretal ","2019",0.8
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","International virksomhed ","UNESCO ","2019",16.2
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","International virksomhed ","Anden international virksomhed ","2019",6.8
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","International virksomhed ","Europaskolerne ","2019",15.6
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Ejendomsadministration ","Lokaleforsyning til overførte amtslige udd. ","2019",5.2
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Tværgående bevillinger til lån ","Lån med pant i fast ejendom mv. ","2019",-1.8
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Tværgående bevillinger til lån ","Lån til institutionsformål mv. ","2019",4
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Tværgående bevillinger til lån ","Tilskud til institutionsformål ","2019",12.3
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Tværgående bevillinger til lån ","Særlige tilskud til bygningsformål ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Prøver og eksamen mv. ","Prøver og eksamen mv. ","2019",47.5
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Forsøg og udvikling mv. ","Forsøgs- og udviklingsarbejde mv. ","2019",136.5
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Forsøg og udvikling mv. ","Faglig ekspertise og assistance mv. ","2019",3.2
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Forsøg og udvikling mv. ","Driftslignende tilskud mv. til foreninger og ","2019",116
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Forsøg og udvikling mv. ","Eksternt rettede satspuljeprojekter ","2019",0
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Forsøg og udvikling mv. ","Statens selvforsikringsordning ","2019",35.9
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Forsøg og udvikling mv. ","Fremme af kønsligestilling bl. kvinder og mæn ","2019",3.1
"Min. for Børn, Undervisning og Ligestilling ","Tværgående og internationale aktiviteter ","Forsøg og udvikling mv. ","Dansk Center for Undervisningsmiljø ","2019",7.3
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Støtte til befordring ","Befordringsrabat til elever ","2019",50.3
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Støtte til befordring ","Befordringstilskud mv. ","2019",4.2
"Min. for Børn, Undervisning og Ligestilling ","Støtteordninger mv. ","Støtte til befordring ","Befordringsrabat vedrørende ungdomsuddannelse ","2019",167.2
