"paragraf","hovedomrode","aktivitet","hovedkonto","aar","udgift"
"Udenrigsministeriet ","Bistand til udviklingslandene ","Multilateral bistand gennem FN mv. ","FN-programmer for landbrugsudvikling ","2015",100
"Udenrigsministeriet ","Bistand til udviklingslandene ","Multilateral bistand gennem FN mv. ","Globale Miljøprogrammer ","2015",0
"Udenrigsministeriet ","Bistand til udviklingslandene ","Multilateral bistand gennem FN mv. ","FNUD ","2015",136.7
"Udenrigsministeriet ","Bistand til udviklingslandene ","Udviklingsbanker, -fonde og EU ","Verdensbankgruppen ","2015",1073.8
"Udenrigsministeriet ","Bistand til udviklingslandene ","Udviklingsbanker, -fonde og EU ","Regionale udviklingsbanker ","2015",0
"Udenrigsministeriet ","Bistand til udviklingslandene ","Udviklingsbanker, -fonde og EU ","Udviklingsfonde m.v. ","2015",325
"Udenrigsministeriet ","Bistand til udviklingslandene ","Udviklingsbanker, -fonde og EU ","Bistand gennem Den Europæiske Union (EU) ","2015",542.8
"Udenrigsministeriet ","Bistand til udviklingslandene ","Humanitær bistand ","Humanitære organisationer ","2015",640
"Udenrigsministeriet ","Bistand til udviklingslandene ","Humanitær bistand ","Humanitære bidrag kriser ","2015",0
"Udenrigsministeriet ","Bistand til udviklingslandene ","Humanitær bistand ","Hum bidrag til partnere ","2015",1135
"Udenrigsministeriet ","eksportfremme ","Fællesudgifter ","Eksportstipendiater og handelskontorer ","2015",48.4
"Udenrigsministeriet ","eksportfremme ","Fællesudgifter ","Særlige eksportfremmetilskud ","2015",54.8
"Finansministeriet ","Offentlig økonomi ","Centralstyrelsen ","Departementet ","2015",251.9
"Finansministeriet ","Offentlig økonomi ","Centralstyrelsen ","Effektivisering af offentlige institutioner ","2015",77
"Finansministeriet ","Offentlig økonomi ","Centralstyrelsen ","DREAM-gruppen ","2015",1.6
"Finansministeriet ","Offentlig økonomi ","Centralstyrelsen ","De Økonomiske Råd ","2015",26.8
"Finansministeriet ","Offentlig økonomi ","Centralstyrelsen ","Reserve til udf. af statslige arb.pl. ","2015",0
"Finansministeriet ","Offentlig økonomi ","Centralstyrelsen ","Reserver og budgetregulering ","2015",6.7
"Finansministeriet ","Offentlig økonomi ","Digitalisering ","Digitaliseringsstyrelsen ","2015",152.7
"Finansministeriet ","Offentlig økonomi ","Digitalisering ","Fællesoffentlige initiativer ","2015",174.6
"Finansministeriet ","Offentlig økonomi ","Digitalisering ","Fonden for Velfærdsteknologi ","2015",65.7
"Finansministeriet ","Offentlig økonomi ","Digitalisering ","Netværkssamfundet ","2015",0
"Finansministeriet ","Offentlig økonomi ","Digitalisering ","Borger.dk ","2015",0
"Finansministeriet ","Offentlig økonomi ","Digitalisering ","Digital signatur ","2015",0
"Finansministeriet ","Offentlig økonomi ","Administration ","Statens Administration ","2015",28
"Finansministeriet ","Offentlig økonomi ","Administration ","Fleksjobordning i staten mv. ","2015",-2.7
"Finansministeriet ","Offentlig økonomi ","Administration ","Barselsfonden ","2015",386
"Finansministeriet ","Offentlig økonomi ","Administration ","Afdrag på lån under bestyrelse af SAM ","2015",-0.1
"Finansministeriet ","Offentlig økonomi ","Administration ","Afskrivninger af uerholdelige beløb ","2015",0
"Finansministeriet ","Offentlig økonomi ","Administration ","Diverse indtægter mv. ","2015",-65.1
"Finansministeriet ","Offentlig økonomi ","Administration ","Regulering vedr. Udlodningsloven ","2015",420.5
"Finansministeriet ","Offentlig økonomi ","Administration ","Renteindtægter mv. ","2015",-0.1
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Moderniseringsstyrelsen ","2015",182.2
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Ledelsespolitiske initiativer ","2015",0
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Implementerings- og systemudviklingspuljen ","2015",27.8
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Vederlag mv. til ministre ","2015",31.3
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Kompetencesekretariatet ","2015",18.2
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Kompetencefonden ","2015",34.4
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Initiativer vedr. kompetenceudvikling ","2015",0
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Fond til udvikling af statens arbejdspladser ","2015",34.2
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Europa-Parlamentet ","2015",0
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Lønforskud ","2015",0.1
"Finansministeriet ","Offentlig økonomi ","Modernisering af den offentlige sektor ","Udlånte statstjenestemænd ","2015",0
"Finansministeriet ","Offentlig økonomi ","Statslige selskaber ","Udbytte fra statslige selskaber ","2015",-633
"Finansministeriet ","Offentlig økonomi ","Statslige selskaber ","Salgsindtægter ","2015",0
"Finansministeriet ","Offentlig økonomi ","Statslige selskaber ","Indt. fra Danske Spils overskud i Grønland ","2015",-29.2
"Finansministeriet ","Offentlig økonomi ","Statslige selskaber ","Statens Ejendomssalg A/S ","2015",0
"Finansministeriet ","Offentlig økonomi ","Statslige selskaber ","Indskud i fonde mv. ","2015",3000
"Finansministeriet ","Offentlig økonomi ","Statslige selskaber ","Aktiedispositioner ","2015",0
"Finansministeriet ","Offentlig økonomi ","Statens It ","Statens It ","2015",10.2
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Fond til undervisning og folkeoplysning ","2015",0
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Fond til humanitære og almennyttige formål ","2015",0
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Administration af udlodning ","2015",0
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Fond til idrætsorganisationer mv. ","2015",0
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Fond til kulturelle formål mv. ","2015",0
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Fond til forskningsformål ","2015",0
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Sundheds- og Ældreministeriet ","2015",0
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Miljøministeriets fond til friluftsliv ","2015",0
"Finansministeriet ","Offentlig økonomi ","Udlodningsloven ","Social- og Indenrigsministeriet ","2015",0
"Finansministeriet ","Grønland og Færøerne ","Grønland ","Generelt tilskud til Grønlands Selvstyre ","2015",3678.6
"Finansministeriet ","Grønland og Færøerne ","Grønland ","Tilskud til Grønlands Selvstyre spilleområdet ","2015",40
"Finansministeriet ","Grønland og Færøerne ","Færøerne ","Generelt tilskud til Færøernes hjemmestyre ","2015",641.8
"Finansministeriet ","Grønland og Færøerne ","Færøerne ","Tilskud til Færøernes hjemmestyre ","2015",8.3
"Finansministeriet ","Danmarks bidrag til EU's egne indtægter ","Danmarks bidrag til EU's egne indtægter ","Told ","2015",-3024.7
"Finansministeriet ","Danmarks bidrag til EU's egne indtægter ","Danmarks bidrag til EU's egne indtægter ","Sukkerafgifter ","2015",-35.7
"Finansministeriet ","Danmarks bidrag til EU's egne indtægter ","Danmarks bidrag til EU's egne indtægter ","EU told og sukkerafgifter ","2015",2299.1
"Finansministeriet ","Danmarks bidrag til EU's egne indtægter ","Danmarks bidrag til EU's egne indtægter ","Bidrag til EU vedrørende moms og BNI ","2015",18305.8
"Erhvervs- og Vækstministeriet ","Fællesudgifter ","Centralstyrelsen ","Departementet ","2015",178.6
"Erhvervs- og Vækstministeriet ","Fællesudgifter ","Centralstyrelsen ","Renter, Erhvervs- og Vækstministeriet ","2015",0
"Erhvervs- og Vækstministeriet ","Fællesudgifter ","Centralstyrelsen ","Reserver og budgetregulering ","2015",2
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Konkurrence- og Forbrugerstyrelsen ","2015",171.9
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Forskellige indtægter under KFST ","2015",-13
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Tilskud til Dansk Varefakta Nævn ","2015",0.7
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Forbrugerrådet Tænk ","2015",24.6
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Stormflod og stormfald ","2015",-40.5
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Erhvervsstyrelsen ","2015",488.7
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Forskellige indtægter under Erhvervsstyrelsen ","2015",-17.9
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Vejnings- og målingsfonden ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Patent- og Varemærkestyrelsen ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervsreg. og forbrugerbeskyttelse ","Finansielle sager hos Forbrugerombudsmanden ","2015",4.5
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervs- og sikkerhedsforhold ","Sikkerhedsstyrelsen ","2015",16.7
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervs- og sikkerhedsforhold ","Tilskud til Ædelmetalkontrollen mv. ","2015",3
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Erhvervs- og sikkerhedsforhold ","Akkreditering ","2015",4.8
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Finansielt tilsyn ","Finanstilsynet ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Finansielt tilsyn ","Forskellige indtægter under Finanstilsynet ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Finansielt tilsyn ","Indt. vedr. risikopræmie for terrorforsikring ","2015",-16.7
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Finansielt tilsyn ","Krisehåndteringsopgaver i Finansiel Stabilite ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Finansielt tilsyn ","Indtægter fra Bankpakken og Kreditpakken ","2015",-50
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Nordsøfonden mv. ","Enhed til administration af fonden ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Nordsøfonden mv. ","Udbytte fra Nordsøfonden ","2015",-381.3
"Erhvervs- og Vækstministeriet ","Erhvervsregulering ","Nordsøfonden mv. ","Omdannelse af Nordsøenheden til SOV ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Fællesudgifter ","Tilskud til standardisering mv. ","2015",28.4
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Fællesudgifter ","Reserver og budgetregulering, budg.ramme ","2015",24.1
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Markedsmodningsfonden ","2015",130.1
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Program for brugerdreven innovation ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Iværksætteri- og innovationsinitiativer ","2015",17.7
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Væksthusene og grønt iværksætterhus ","2015",11.8
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Design ","2015",19.2
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Kultur- og oplevelsesøkonomi ","2015",2.4
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Hjemmeservice ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Reserve til grøn omstillingsfond ","2015",38.3
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Erhvervsudvikling, iværksætteri og innovation ","Shredder-pulje ","2015",18.2
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Vækstfinansiering ","Vækstfonden ","2015",138.6
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Vækstfinansiering ","Eksport Kredit Fonden ","2015",-33
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Vækstfinansiering ","Ordninger under Eksport Kredit Fonden ","2015",-29
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Vækstfinansiering ","Afvikling af ophørte ordninger ","2015",0.1
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Vækstfinansiering ","Afvikling af diverse lån ","2015",0
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Vækstfinansiering ","Den Nordiske Investeringsbank ","2015",-20
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Vækstfinansiering ","Danmarks Grønne Investeringsfond ","2015",25
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Markedsføring af Danmark ","Markedsføring af Danmark ","2015",9.4
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Markedsføring af Danmark ","Turismeinitiativer ","2015",123.6
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Regionaludvikling ","Regionaludvikling mv. ","2015",17.6
"Erhvervs- og Vækstministeriet ","Erhvervsfremme ","Regionaludvikling ","Regional erhvervsudvikling ","2015",0
